packet size,time interval,dst port,label
54,0.002932310104370117,443,0
1466,0.007159709930419922,57844,0
54,0.0029125213623046875,443,0
1466,0.003032207489013672,57844,0
54,0.0029287338256835938,443,0
1466,0.02433180809020996,57844,0
54,0.014996767044067383,443,0
2878,0.011887311935424805,57844,0
54,0.010912895202636719,443,0
2878,0.018861770629882812,57844,0
54,0.0074765682220458984,443,0
2878,0.0178372859954834,57844,0
54,0.004895925521850586,443,0
1466,0.0029287338256835938,57844,0
54,0.005060434341430664,443,0
1466,0.014783382415771484,57844,0
1466,0.007948160171508789,57844,0
54,0.003465890884399414,443,0
1466,0.003015279769897461,57844,0
54,0.009864091873168945,443,0
2878,0.004003047943115234,57844,0
54,0.0034685134887695312,443,0
1466,0.0054476261138916016,57844,0
54,0.005002498626708984,443,0
1466,0.003901958465576172,57844,0
54,0.0029289722442626953,443,0
2878,0.007044553756713867,57844,0
54,0.0039031505584716797,443,0
2878,0.005030632019042969,57844,0
54,0.003909111022949219,443,0
58,0.0074825286865234375,63219,0
2878,0.0029327869415283203,57844,0
54,0.004042148590087891,443,0
2878,0.004096508026123047,57844,0
54,0.00393986701965332,443,0
2878,0.003976345062255859,57844,0
54,0.002924203872680664,443,0
2878,0.007983684539794922,57844,0
54,0.003918647766113281,443,0
226,0.0050046443939208984,57844,0
93,0.004884958267211914,443,0
54,0.008026123046875,7680,0
56,0.01897120475769043,57844,0
166,0.004438161849975586,57844,0
1466,0.0044705867767333984,57844,0
54,0.0029125213623046875,443,0
1466,0.0025014877319335938,57844,0
54,0.003995418548583984,443,0
1466,0.0039052963256835938,57844,0
54,0.00487828254699707,443,0
1466,0.004044771194458008,57844,0
54,0.0019505023956298828,443,0
2878,0.003025054931640625,57844,0
54,0.0058634281158447266,443,0
1466,0.004087924957275391,57844,0
54,0.0029442310333251953,443,0
1466,0.003907680511474609,57844,0
54,0.0069811344146728516,443,0
2878,0.001936197280883789,57844,0
54,0.002484560012817383,443,0
2878,0.005196332931518555,57844,0
54,0.0039136409759521484,443,0
2878,0.003551483154296875,57844,0
54,0.0029277801513671875,443,0
2878,0.019086837768554688,57844,0
54,0.002936840057373047,443,0
2878,0.004045009613037109,57844,0
54,0.0039048194885253906,443,0
2878,0.002931833267211914,57844,0
54,0.003531932830810547,443,0
2878,0.04669761657714844,57844,0
54,0.004151582717895508,443,0
1466,0.003904581069946289,57844,0
1466,0.004078388214111328,57844,0
54,0.003924369812011719,443,0
2878,0.0029604434967041016,57844,0
54,0.0009555816650390625,443,0
2878,0.005049228668212891,57844,0
54,0.003907203674316406,443,0
1466,0.05084824562072754,57844,0
1466,0.0026092529296875,57844,0
1466,0.0019674301147460938,57844,0
54,0.001954793930053711,443,0
1466,0.0029370784759521484,57844,0
1466,0.004071950912475586,57844,0
1466,0.003920078277587891,57844,0
54,0.001955747604370117,443,0
1466,0.004207134246826172,57844,0
1466,0.001971006393432617,57844,0
2878,0.003907918930053711,57844,0
54,0.00406336784362793,443,0
1466,0.0029582977294921875,57844,0
54,0.002932310104370117,443,0
1466,0.002033233642578125,57844,0
54,0.0050275325775146484,443,0
2878,0.005980730056762695,57844,0
54,0.0039708614349365234,443,0
2878,0.06364130973815918,57844,0
54,0.0021038055419921875,443,0
2878,0.003390073776245117,57844,0
54,0.003879547119140625,443,0
2878,0.003069162368774414,57844,0
54,0.0019674301147460938,443,0
2878,0.03480935096740723,57844,0
54,0.002524852752685547,443,0
2878,0.002612590789794922,57844,0
54,0.0019211769104003906,443,0
2878,0.007945060729980469,57844,0
54,0.004693508148193359,443,0
1466,0.04822349548339844,57844,0
54,0.002962350845336914,443,0
1466,0.0030975341796875,57844,0
54,0.0029251575469970703,443,0
2878,0.06117892265319824,57844,0
54,0.002927541732788086,443,0
2878,0.003912687301635742,57844,0
54,0.0030705928802490234,443,0
1466,0.03269219398498535,57844,0
1466,0.0036149024963378906,57844,0
54,0.0019598007202148438,443,0
1466,0.0019443035125732422,57844,0
1466,0.001954793930053711,57844,0
54,0.004048585891723633,443,0
1466,0.004886150360107422,57844,0
1466,0.0019428730010986328,57844,0
54,0.0020933151245117188,443,0
1466,0.010956048965454102,57844,0
1466,0.003958225250244141,57844,0
1466,0.001940011978149414,57844,0
1466,0.002536296844482422,57844,0
54,0.0035371780395507812,443,0
1466,0.004888772964477539,57844,0
1466,0.004150867462158203,57844,0
54,0.001918792724609375,443,0
2878,0.018392086029052734,57844,0
54,0.005870819091796875,443,0
2878,0.0045506954193115234,57844,0
54,0.0019223690032958984,443,0
2878,0.03339958190917969,57844,0
54,0.0020668506622314453,443,0
1466,0.002977132797241211,57844,0
1466,0.004850149154663086,57844,0
54,0.004024505615234375,443,0
2878,0.03277325630187988,57844,0
54,0.004477262496948242,443,0
2878,0.0035343170166015625,57844,0
54,0.004882335662841797,443,0
2878,0.09141945838928223,57844,0
54,0.006103038787841797,443,0
2878,0.005835533142089844,57844,0
54,0.004118680953979492,443,0
2878,0.004999637603759766,57844,0
54,0.006876945495605469,443,0
2878,0.005016326904296875,57844,0
54,0.0029294490814208984,443,0
2878,0.004450559616088867,57844,0
54,0.007437705993652344,443,0
1466,0.003045797348022461,57844,0
633,0.003928184509277344,57844,0
54,0.00807046890258789,443,0
116,0.06176161766052246,443,0
169,0.005410671234130859,443,0
56,0.0986168384552002,59482,0
56,0.0075871944427490234,59482,0
123,0.12001729011535645,59482,0
1466,0.006828784942626953,59482,0
54,0.007816076278686523,443,0
89,0.007817268371582031,443,0
1466,0.006829261779785156,59482,0
54,0.0058710575103759766,443,0
1466,0.08794736862182617,59482,0
1466,0.003905057907104492,59482,0
54,0.0039060115814208984,443,0
1466,0.03963923454284668,59482,0
1138,0.004885196685791016,59482,0
54,0.052729129791259766,443,0
124,0.09590911865234375,59482,0
93,0.03823113441467285,443,0
227,0.39012742042541504,443,0
112,0.0039038658142089844,443,0
56,0.016119956970214844,59482,0
66,0.0029337406158447266,7680,0
66,0.00354766845703125,55512,0
54,0.003906965255737305,7680,0
129,0.0039060115814208984,7680,0
56,0.004131317138671875,55512,0
54,0.0028939247131347656,7680,0
54,0.00397944450378418,7680,0
56,0.006443500518798828,55512,0
56,0.0019502639770507812,59482,0
101,0.049048662185668945,62474,0
54,0.0038335323333740234,443,0
179,0.006841897964477539,57844,0
1466,0.005080223083496094,57844,0
54,0.002936840057373047,443,0
1466,0.003465890884399414,57844,0
1466,0.007222175598144531,57844,0
54,0.00455474853515625,443,0
1466,0.0029337406158447266,57844,0
1466,0.0059549808502197266,57844,0
1466,0.005471944808959961,57844,0
1466,0.002927541732788086,57844,0
1076,0.004517793655395508,57844,0
54,0.010958433151245117,443,0
93,0.0029268264770507812,443,0
56,0.019031524658203125,57844,0
227,0.16565561294555664,443,0
66,0.0039196014404296875,8081,0
66,0.003941059112548828,8081,0
66,0.003371715545654297,8081,0
66,0.008837223052978516,8081,0
66,0.008895397186279297,8081,0
66,0.0049169063568115234,8081,0
66,0.008580684661865234,8081,0
66,0.005419254302978516,8081,0
227,0.0064008235931396484,443,0
227,0.007990598678588867,443,0
228,0.0029325485229492188,443,0
90,0.016703367233276367,443,0
90,0.0048906803131103516,443,0
90,0.006921529769897461,443,0
66,0.0074193477630615234,7680,0
66,0.004882335662841797,50532,0
56,0.0066699981689453125,7680,0
129,0.007412433624267578,7680,0
129,0.003911018371582031,50532,0
54,0.004962444305419922,50532,0
56,0.003912210464477539,7680,0
56,0.0029251575469970703,7680,0
54,0.00554347038269043,50532,0
66,0.05177879333496094,55520,0
54,0.0029296875,8081,0
1216,0.0029876232147216797,8081,0
58,0.003925323486328125,55516,0
58,0.0059566497802734375,55515,0
54,0.0060825347900390625,8081,0
54,0.003969430923461914,8081,0
1216,0.0048792362213134766,8081,0
1216,0.008863210678100586,8081,0
54,0.003896474838256836,8081,0
54,0.009509801864624023,8081,0
66,0.002975940704345703,55519,0
66,0.0029234886169433594,55517,0
54,0.0058977603912353516,8081,0
1152,0.005889892578125,8081,0
54,0.0029289722442626953,8081,0
1168,0.004487276077270508,8081,0
54,0.0058400630950927734,8081,0
56,0.0040111541748046875,55520,0
56,0.004884243011474609,55516,0
56,0.007891178131103516,55515,0
56,0.0039522647857666016,55519,0
56,0.003945589065551758,55517,0
58,0.003902912139892578,55518,0
54,0.0044705867767333984,8081,0
1216,0.003902435302734375,8081,0
54,0.0019519329071044922,8081,0
66,0.0037834644317626953,55514,0
66,0.00501561164855957,55513,0
1216,0.004513978958129883,8081,0
1248,0.002946138381958008,8081,0
54,0.004877328872680664,8081,0
54,0.0074138641357421875,8081,0
56,0.005463600158691406,55518,0
56,0.005833625793457031,55514,0
56,0.0059719085693359375,55513,0
196,0.002928495407104492,443,0
228,0.007412910461425781,443,0
90,0.0068929195404052734,443,0
227,0.006850719451904297,443,0
56,0.02589893341064453,57844,0
168,0.002934694290161133,57844,0
1466,0.0034809112548828125,57844,0
54,0.003922700881958008,443,0
1466,0.0059010982513427734,57844,0
54,0.003942251205444336,443,0
89,0.006917238235473633,443,0
1021,0.003959178924560547,57844,0
93,0.00392460823059082,443,0
169,0.002558469772338867,57844,0
56,0.003027200698852539,57844,0
54,0.00740504264831543,443,0
1466,0.0039031505584716797,57844,0
54,0.002935171127319336,443,0
2878,0.003477811813354492,57844,0
54,0.002930164337158203,443,0
2878,0.005948066711425781,57844,0
54,0.0039026737213134766,443,0
1466,0.009893417358398438,57844,0
54,0.0049266815185546875,443,0
1466,0.0034797191619873047,57844,0
54,0.003908634185791016,443,0
1466,0.006073713302612305,57844,0
1466,0.002926349639892578,57844,0
54,0.025211095809936523,443,0
56,0.024808645248413086,57844,0
1466,0.022341489791870117,57844,0
54,0.01777815818786621,443,0
1466,0.025787830352783203,57844,0
54,0.0068416595458984375,443,0
1204,0.009895563125610352,57844,0
66,0.0064885616302490234,8081,0
66,0.04450511932373047,8081,0
54,0.004499673843383789,443,0
58,0.030364274978637695,55522,0
54,0.003912210464477539,8081,0
1248,0.012530326843261719,8081,0
54,0.0029401779174804688,8081,0
56,0.008050203323364258,55522,0
66,0.004873752593994141,55521,0
54,0.0029671192169189453,8081,0
1168,0.008805274963378906,8081,0
54,0.003583669662475586,8081,0
56,0.002936124801635742,57844,0
169,0.002925395965576172,57844,0
1466,0.007950067520141602,57844,0
54,0.0029344558715820312,443,0
4290,0.002977609634399414,57844,0
54,0.0029344558715820312,443,0
56,0.008917093276977539,55521,0
56,0.003902912139892578,57844,0
1466,0.005552053451538086,57844,0
54,0.008006572723388672,443,0
1442,0.002932310104370117,57844,0
2878,0.0039033889770507812,57844,0
54,0.006064653396606445,443,0
2878,0.0039212703704833984,57844,0
54,0.00395655632019043,443,0
2878,0.002933502197265625,57844,0
54,0.0069332122802734375,443,0
2878,0.003901243209838867,57844,0
54,0.0029306411743164062,443,0
2878,0.0025298595428466797,57844,0
54,0.005858898162841797,443,0
2878,0.00403594970703125,57844,0
54,0.0023784637451171875,443,0
2878,0.003917217254638672,57844,0
54,0.005453586578369141,443,0
2878,0.0048792362213134766,57844,0
54,0.0038650035858154297,443,0
2878,0.0030596256256103516,57844,0
54,0.0054814815521240234,443,0
1466,0.005889415740966797,57844,0
1466,0.004934787750244141,57844,0
54,0.0059833526611328125,443,0
2878,0.003957509994506836,57844,0
54,0.0029358863830566406,443,0
2878,0.002928495407104492,57844,0
54,0.0074956417083740234,443,0
2878,0.003930091857910156,57844,0
54,0.003492116928100586,443,0
2878,0.002927541732788086,57844,0
54,0.003905057907104492,443,0
2878,0.0035223960876464844,57844,0
54,0.0029332637786865234,443,0
2878,0.0029261112213134766,57844,0
54,0.0029892921447753906,443,0
2878,0.006829738616943359,57844,0
54,0.002990245819091797,443,0
2878,0.003923177719116211,57844,0
54,0.002930879592895508,443,0
2878,0.007475852966308594,57844,0
54,0.005014181137084961,443,0
2878,0.00315093994140625,57844,0
54,0.006406545639038086,443,0
2878,0.00446009635925293,57844,0
54,0.0029273033142089844,443,0
56,0.004416465759277344,57844,0
1466,0.006852626800537109,57844,0
1466,0.004466533660888672,57844,0
54,0.0029287338256835938,443,0
2878,0.001947164535522461,57844,0
54,0.0070116519927978516,443,0
2878,0.002943754196166992,57844,0
54,0.0035049915313720703,443,0
2878,0.0027091503143310547,57844,0
54,0.0069158077239990234,443,0
2878,0.003927707672119141,57844,0
54,0.0029244422912597656,443,0
2878,0.0025217533111572266,57844,0
54,0.005967855453491211,443,0
2878,0.0048863887786865234,57844,0
54,0.0019540786743164062,443,0
2878,0.003896474838256836,57844,0
54,0.001951456069946289,443,0
2878,0.007891416549682617,57844,0
54,0.003512859344482422,443,0
1466,0.009940147399902344,57844,0
1466,0.004920244216918945,57844,0
54,0.0029265880584716797,443,0
2878,0.002972841262817383,57844,0
54,0.006835222244262695,443,0
2878,0.00395655632019043,57844,0
54,0.0029251575469970703,443,0
2878,0.0029277801513671875,57844,0
54,0.00805807113647461,443,0
2878,0.004479885101318359,57844,0
54,0.0029840469360351562,443,0
2878,0.0029337406158447266,57844,0
54,0.007005929946899414,443,0
2878,0.002931833267211914,57844,0
54,0.0039310455322265625,443,0
2878,0.0029571056365966797,57844,0
54,0.005860805511474609,443,0
2878,0.003951311111450195,57844,0
54,0.0029296875,443,0
1466,0.002935647964477539,57844,0
1466,0.0074880123138427734,57844,0
54,0.0034630298614501953,443,0
2878,0.0029883384704589844,57844,0
54,0.004891395568847656,443,0
2878,0.005438566207885742,57844,0
54,0.0029273033142089844,443,0
2878,0.0039484500885009766,57844,0
54,0.0044863224029541016,443,0
2878,0.005983591079711914,57844,0
54,0.004904747009277344,443,0
2878,0.0029304027557373047,57844,0
54,0.006661891937255859,443,0
2878,0.003936290740966797,57844,0
54,0.002543210983276367,443,0
2878,0.002927541732788086,57844,0
54,0.008098840713500977,443,0
2878,0.003574848175048828,57844,0
54,0.002943754196166992,443,0
2878,0.0064504146575927734,57844,0
54,0.006043672561645508,443,0
1466,0.0029458999633789062,57844,0
1466,0.003909587860107422,57844,0
54,0.007994413375854492,443,0
2878,0.0074367523193359375,57844,0
54,0.004880189895629883,443,0
2878,0.005474567413330078,57844,0
54,0.002917766571044922,443,0
2878,0.0035333633422851562,57844,0
54,0.006866931915283203,443,0
2878,0.003044605255126953,57844,0
54,0.003934144973754883,443,0
2878,0.002929210662841797,57844,0
54,0.006591320037841797,443,0
1466,0.003996610641479492,57844,0
160,0.0025284290313720703,57844,0
54,0.003924131393432617,443,0
66,0.1087348461151123,7680,0
66,0.0029191970825195312,59228,0
196,0.0029289722442626953,443,0
56,0.0025293827056884766,7680,0
129,0.0072476863861083984,7680,0
129,0.003545999526977539,59228,0
74,0.0029239654541015625,7680,0
74,0.0019519329071044922,59228,0
54,0.00691533088684082,59228,0
56,0.0038993358612060547,7680,0
56,0.0035676956176757812,7680,0
54,0.0019521713256835938,59228,0
171,0.17489957809448242,57844,0
1466,0.004075288772583008,57844,0
54,0.0029287338256835938,443,0
1466,0.009668588638305664,57844,0
2878,0.005461931228637695,57844,0
54,0.0039215087890625,443,0
1466,0.005427122116088867,57844,0
1466,0.0053462982177734375,57844,0
54,0.0029261112213134766,443,0
2878,0.0069942474365234375,57844,0
54,0.00600433349609375,443,0
1466,0.003923177719116211,57844,0
1466,0.002925395965576172,57844,0
54,0.007531166076660156,443,0
1466,0.002955198287963867,57844,0
1466,0.0045354366302490234,57844,0
54,0.004884958267211914,443,0
1466,0.005528450012207031,57844,0
54,0.003937482833862305,443,0
1466,0.002991199493408203,57844,0
4290,0.008324384689331055,57844,0
54,0.0035812854766845703,443,0
1466,0.0029273033142089844,57844,0
2878,0.002919435501098633,57844,0
54,0.007950305938720703,443,0
2878,0.004023075103759766,57844,0
54,0.002961874008178711,443,0
1466,0.006414890289306641,57844,0
1466,0.005977153778076172,57844,0
54,0.002927064895629883,443,0
1466,0.004025459289550781,57844,0
54,0.0079498291015625,443,0
1466,0.0029449462890625,57844,0
1466,0.002933979034423828,57844,0
1466,0.0034711360931396484,57844,0
54,0.0067441463470458984,443,0
1466,0.002968311309814453,57844,0
1466,0.003988981246948242,57844,0
1466,0.006401777267456055,57844,0
54,0.004546165466308594,443,0
2878,0.0029425621032714844,57844,0
54,0.0030260086059570312,443,0
1466,0.010020971298217773,57844,0
1466,0.00393986701965332,57844,0
54,0.0029282569885253906,443,0
1466,0.009929180145263672,57844,0
1466,0.023067951202392578,57844,0
1466,0.005785226821899414,57844,0
54,0.0045318603515625,443,0
1466,0.0029449462890625,57844,0
54,0.003912210464477539,443,0
1466,0.010071277618408203,57844,0
4290,0.0030341148376464844,57844,0
1466,0.003919839859008789,57844,0
54,0.007000923156738281,443,0
2878,0.004921674728393555,57844,0
54,0.0034401416778564453,443,0
1466,0.015230655670166016,57844,0
54,0.0029287338256835938,443,0
1466,0.008487939834594727,57844,0
1466,0.002959012985229492,57844,0
1466,0.003999948501586914,57844,0
54,0.00390625,443,0
2878,0.006514787673950195,57844,0
54,0.002925872802734375,443,0
1466,0.002962827682495117,57844,0
1466,0.004454612731933594,57844,0
1466,0.006033658981323242,57844,0
54,0.003261566162109375,443,0
1466,0.0029408931732177734,57844,0
1466,0.0069773197174072266,57844,0
1466,0.003926753997802734,57844,0
54,0.003039836883544922,443,0
1466,0.0034058094024658203,57844,0
54,0.0074710845947265625,443,0
1466,0.0039272308349609375,57844,0
2878,0.002920389175415039,57844,0
54,0.005034923553466797,443,0
2878,0.006429910659790039,57844,0
54,0.0050237178802490234,443,0
4290,0.0029268264770507812,57844,0
54,0.007631063461303711,443,0
1466,0.002933979034423828,57844,0
2878,0.00455927848815918,57844,0
54,0.005858182907104492,443,0
2878,0.0058803558349609375,57844,0
54,0.002933502197265625,443,0
2878,0.003036022186279297,57844,0
54,0.0058746337890625,443,0
2878,0.004048347473144531,57844,0
54,0.0037751197814941406,443,0
1466,0.002925872802734375,57844,0
54,0.008558511734008789,443,0
1466,0.0039713382720947266,57844,0
2878,0.01391911506652832,57844,0
54,0.003908872604370117,443,0
2878,0.003062725067138672,57844,0
54,0.005875825881958008,443,0
1466,0.0034780502319335938,57844,0
54,0.003206491470336914,443,0
1466,0.0029370784759521484,57844,0
2878,0.0029172897338867188,57844,0
54,0.00551915168762207,443,0
2878,0.0039038658142089844,57844,0
54,0.005183696746826172,443,0
66,0.0090179443359375,7680,0
1466,0.0029289722442626953,57844,0
1466,0.004456043243408203,57844,0
66,0.00449681282043457,61001,0
54,0.00700831413269043,443,0
2878,0.003920078277587891,57844,0
54,0.0019512176513671875,443,0
2878,0.006548881530761719,57844,0
54,0.004002571105957031,443,0
1466,0.004499673843383789,57844,0
54,0.004889726638793945,443,0
1466,0.00590825080871582,57844,0
56,0.0029325485229492188,7680,0
129,0.0034656524658203125,7680,0
129,0.004980325698852539,61001,0
1466,0.0039157867431640625,57844,0
1466,0.0061931610107421875,57844,0
54,0.0019516944885253906,443,0
74,0.009972095489501953,7680,0
74,0.0029637813568115234,61001,0
1466,0.003986835479736328,57844,0
1466,0.003906965255737305,57844,0
54,0.005056619644165039,61001,0
54,0.0029289722442626953,443,0
1466,0.0029354095458984375,57844,0
1466,0.0030481815338134766,57844,0
54,0.003912448883056641,443,0
56,0.004965782165527344,7680,0
56,0.0029599666595458984,7680,0
54,0.002925872802734375,61001,0
1466,0.003473997116088867,57844,0
1234,0.0050106048583984375,57844,0
54,0.002505064010620117,443,0
93,0.0024831295013427734,443,0
55,0.0030181407928466797,443,0
66,0.015764951705932617,49488,0
56,0.01144266128540039,57844,0
58,0.16252374649047852,50943,0
54,0.0394139289855957,7680,0
58,0.40482163429260254,50408,0
58,0.0034227371215820312,7680,0
56,0.04548239707946777,56235,0
56,0.004489421844482422,7680,0
116,0.2881736755371094,443,0
169,0.004332542419433594,443,0
56,0.3249838352203369,59482,0
56,0.005110740661621094,59482,0
54,0.11035919189453125,443,0
66,0.008773565292358398,443,0
66,0.015624761581420898,64090,0
54,0.015625,443,0
1466,0.0058803558349609375,443,0
386,0.005836963653564453,443,0
56,0.01953864097595215,64090,0
1466,0.002928495407104492,64090,0
2878,0.0029909610748291016,64090,0
54,0.002924680709838867,443,0
333,0.006837129592895508,64090,0
54,0.0029251575469970703,443,0
118,0.0039010047912597656,443,0
56,0.002931356430053711,65413,0
54,0.0029380321502685547,443,0
123,0.007807493209838867,59482,0
1466,0.0029306411743164062,59482,0
54,0.0029282569885253906,443,0
56,0.004880428314208984,64090,0
1466,0.004886150360107422,59482,0
2878,0.007809638977050781,59482,0
54,0.006830453872680664,443,0
1466,0.0048868656158447266,59482,0
1286,0.0029344558715820312,59482,0
54,0.0058634281158447266,443,0
93,0.003894805908203125,443,0
56,0.23805856704711914,59482,0
228,0.7797877788543701,443,0
56,0.1069333553314209,57844,0
158,0.00495147705078125,57844,0
1466,0.004898548126220703,57844,0
54,0.011354923248291016,443,0
1466,0.005920886993408203,57844,0
2878,0.005437612533569336,57844,0
54,0.00635528564453125,443,0
1380,0.003978729248046875,57844,0
54,0.0048847198486328125,443,0
93,0.006459474563598633,443,0
56,0.06775307655334473,57844,0
66,0.009832143783569336,8081,0
66,0.007814168930053711,8081,0
66,0.006427764892578125,8081,0
66,0.016080379486083984,8081,0
66,0.011807680130004883,8081,0
66,0.0039048194885253906,8081,0
66,0.005941152572631836,8081,0
66,0.007367610931396484,8081,0
66,0.03152918815612793,64093,0
66,0.004289865493774414,64097,0
1478,0.003975868225097656,8081,0
304,0.009858846664428711,8081,0
1478,0.00426936149597168,8081,0
368,0.006893634796142578,8081,0
54,0.006917476654052734,8081,0
54,0.0036194324493408203,8081,0
58,0.00870203971862793,64092,0
54,0.002949237823486328,8081,0
66,0.002926349639892578,64098,0
58,0.002928018569946289,64095,0
1152,0.005926370620727539,8081,0
54,0.002929210662841797,8081,0
54,0.003722667694091797,8081,0
1168,0.004157543182373047,8081,0
1232,0.005459785461425781,8081,0
54,0.004900932312011719,8081,0
54,0.003947019577026367,8081,0
66,0.010869741439819336,64091,0
54,0.00588536262512207,8081,0
1478,0.007862091064453125,8081,0
384,0.0054132938385009766,8081,0
54,0.004901409149169922,8081,0
56,0.004918336868286133,64093,0
56,0.005938053131103516,64097,0
56,0.003957986831665039,64092,0
56,0.003924131393432617,64098,0
56,0.006399393081665039,64095,0
58,0.00593113899230957,64096,0
56,0.004950761795043945,64091,0
54,0.004883289337158203,8081,0
1478,0.0039365291595458984,8081,0
288,0.0038623809814453125,8081,0
66,0.00390934944152832,64094,0
54,0.00805211067199707,8081,0
54,0.0029311180114746094,8081,0
1216,0.003795623779296875,8081,0
54,0.008401155471801758,8081,0
56,0.007831096649169922,64096,0
56,0.02422308921813965,64094,0
228,0.0039675235748291016,443,0
66,0.0039937496185302734,8081,0
66,0.0040607452392578125,8081,0
196,0.025303363800048828,443,0
227,0.021370887756347656,443,0
228,0.006867647171020508,443,0
90,0.004261493682861328,443,0
90,0.003901243209838867,443,0
66,0.0452115535736084,64100,0
54,0.003929615020751953,8081,0
1168,0.008984804153442383,8081,0
54,0.0029053688049316406,8081,0
56,0.0050983428955078125,64100,0
66,0.010944843292236328,64099,0
54,0.004882335662841797,8081,0
1152,0.00574946403503418,8081,0
54,0.005906820297241211,8081,0
56,0.005965232849121094,64099,0
56,0.016479015350341797,57844,0
164,0.011930704116821289,57844,0
1466,0.004462480545043945,57844,0
54,0.0035626888275146484,443,0
466,0.005872011184692383,57844,0
89,0.00484919548034668,443,0
93,0.003909587860107422,57844,0
93,0.008954763412475586,443,0
56,0.06713533401489258,57844,0
169,0.004938364028930664,57844,0
1466,0.005121946334838867,57844,0
54,0.013856649398803711,443,0
1466,0.00995182991027832,57844,0
54,0.004987001419067383,443,0
1466,0.0029296875,57844,0
1383,0.0059850215911865234,57844,0
56,0.004006624221801758,57844,0
1466,0.0029358863830566406,57844,0
171,0.005022287368774414,57844,0
1466,0.010426044464111328,57844,0
1182,0.004885196685791016,57844,0
54,0.007273674011230469,443,0
54,0.002921581268310547,443,0
54,0.004548072814941406,443,0
66,0.015369653701782227,443,0
56,0.005001068115234375,57844,0
169,0.2103748321533203,57844,0
1466,0.00803232192993164,57844,0
54,0.004894256591796875,443,0
197,0.005990505218505859,443,0
1466,0.00966334342956543,57844,0
54,0.007400035858154297,443,0
2878,0.018864154815673828,57844,0
54,0.0069544315338134766,443,0
1466,0.00602412223815918,57844,0
54,0.0036520957946777344,443,0
1466,0.012973308563232422,57844,0
66,0.005403041839599609,63508,0
54,0.006412982940673828,443,0
54,0.0022897720336914062,443,0
1466,0.004885673522949219,57844,0
54,0.00523829460144043,443,0
1466,0.003931522369384766,57844,0
54,0.00463557243347168,443,0
1514,0.004912137985229492,443,0
354,0.008811473846435547,443,0
1466,0.0038492679595947266,57844,0
54,0.0029146671295166016,443,0
1466,0.004887104034423828,57844,0
54,0.005317211151123047,443,0
1466,0.0032393932342529297,57844,0
1466,0.0039010047912597656,57844,0
54,0.007955789566040039,443,0
1466,0.005053043365478516,57844,0
1466,0.0029311180114746094,57844,0
54,0.010105609893798828,443,0
1466,0.003480195999145508,57844,0
1466,0.004546165466308594,57844,0
54,0.004883527755737305,443,0
1466,0.005255222320556641,57844,0
54,0.0039043426513671875,443,0
1466,0.002964496612548828,57844,0
54,0.008370637893676758,443,0
2878,0.005507230758666992,57844,0
54,0.002936840057373047,443,0
2878,0.005023479461669922,57844,0
54,0.0029239654541015625,443,0
197,0.0039052963256835938,443,0
90,0.0030562877655029297,443,0
2878,0.008069038391113281,57844,0
54,0.004030466079711914,443,0
2878,0.003913164138793945,57844,0
54,0.0067555904388427734,443,0
2878,0.003903627395629883,57844,0
54,0.005526304244995117,443,0
2878,0.009926557540893555,57844,0
54,0.004487514495849609,443,0
1466,0.004539012908935547,57844,0
1466,0.007379055023193359,57844,0
54,0.003554821014404297,443,0
2878,0.0039081573486328125,57844,0
54,0.0050201416015625,443,0
2878,0.007372617721557617,57844,0
54,0.00336456298828125,443,0
2878,0.008361577987670898,57844,0
54,0.005059719085693359,443,0
2878,0.004040718078613281,57844,0
54,0.005881547927856445,443,0
2878,0.00616765022277832,57844,0
54,0.0029296875,443,0
2878,0.00393986701965332,57844,0
54,0.007920503616333008,443,0
2878,0.004302978515625,57844,0
54,0.014339685440063477,443,0
1466,0.004523277282714844,57844,0
1466,0.005873441696166992,57844,0
54,0.008997917175292969,443,0
2878,0.008938312530517578,57844,0
54,0.007973432540893555,443,0
2878,0.003907680511474609,57844,0
54,0.007792472839355469,443,0
1466,0.0038788318634033203,57844,0
1466,0.003795623779296875,57844,0
54,0.004882097244262695,443,0
1466,0.004512786865234375,57844,0
54,0.0029299259185791016,443,0
1466,0.0029304027557373047,57844,0
54,0.004076957702636719,443,0
2878,0.005852460861206055,57844,0
54,0.004503965377807617,443,0
2878,0.002929210662841797,57844,0
54,0.0039064884185791016,443,0
2878,0.012037038803100586,57844,0
54,0.00587916374206543,443,0
2878,0.0054357051849365234,57844,0
54,0.002620697021484375,443,0
2878,0.0039055347442626953,57844,0
54,0.00793004035949707,443,0
2878,0.00347137451171875,57844,0
54,0.005015373229980469,443,0
2878,0.008445024490356445,57844,0
54,0.004862308502197266,443,0
2878,0.004256010055541992,57844,0
54,0.008079290390014648,443,0
2878,0.003929853439331055,57844,0
54,0.003900289535522461,443,0
1466,0.005384206771850586,57844,0
1466,0.004886150360107422,57844,0
54,0.004045248031616211,443,0
2878,0.007368803024291992,57844,0
54,0.005289316177368164,443,0
2878,0.004508018493652344,57844,0
54,0.004426240921020508,443,0
2878,0.006940126419067383,57844,0
54,0.005913257598876953,443,0
2878,0.00451207160949707,57844,0
54,0.005856037139892578,443,0
2878,0.005759239196777344,57844,0
54,0.014322519302368164,443,0
2878,0.006830453872680664,57844,0
54,0.00544285774230957,443,0
2878,0.005475044250488281,57844,0
54,0.0029277801513671875,443,0
2878,0.011883735656738281,57844,0
